SchoolName,EmployedBarPassageRequiredFTLT,EmployedBarPassageRequiredFTST,EmployedBarPassageRequiredPTLT,EmployedBarPassageRequiredPTST,EmployedBarPassageRequiredNumber,EmployedJDAdvantageFTLT,EmployedJDAdvantageFTST,EmployedJDAdvantagePTLT,EmployedJDAdvantagePTST,EmployedJDAdvantageNumber,EmployedProfessionPositionFTLT,EmployedProfessionPositionFTST,EmployedProfessionPositionPTLT,EmployedProfessionPositionPTST,EmployedProfessionPositionNumber,EmployedNonProfessionPositionFTLT,EmployedNonProfessionPositionFTST,EmployedNonProfessionPositionPTLT,EmployedNonProfessionPositionPTST,EmployedNonProfessionPositionNumber,EmployedLawSchoolFTLT,EmployedLawSchoolFTST,EmployedLawSchoolPTLT,EmployedLawSchoolPTST,EmployedLawSchoolNumber,EmployedUndeterminableFTLT,EmployedUndeterminableFTST,EmployedUndeterminablePTLT,EmployedUndeterminablePTST,EmployedUndeterminableNumber,EmployedPursuingGraduateDegreeNumber,UnEmployedStartDateDeferredNumber,UnEmployedNotSeekingNumber,UnEmployedSeekingNumber,EmploymentStatusUnknownNumber,TotalGraduatesNumber,Funded_BarPassgeFullTimeLongTerm,Funded_BarPassgeFullTimeShortTerm,Funded_BarPassgePartTimeLongTerm,Funded_BarPassgePartTimeShortTerm,Funded_BarPassgeTotalEmployed,Funded_JDAdvantageFullTimeLongTerm,Funded_JDAdvantageFullTimeShortTerm,Funded_JDAdvantagePartTimeLongTerm,Funded_JDAdvantagePartTimeShortTerm,Funded_JDAdvantageTotalEmployed,Funded_ProfessionFullTimeLongTerm,Funded_ProfessionFullTimeShortTerm,Funded_ProfessionPartTimeLongTerm,Funded_ProfessionPartTimeShortTerm,Funded_ProfessionTotalEmployed,Funded_NonProfessionFullTimeLongTerm,Funded_NonProfessionFullTimeShortTerm,Funded_NonProfessionPartTimeLongTerm,Funded_NonProfessionPartTimeShortTerm,Funded_NonProfessionTotalEmployed,Funded_TotFullTimeLongTerm,Funded_TotFullTimeShortTerm,Funded_TotPartTimeLongTerm,Funded_TotPartTimeShortTerm,Funded_TotTotalEmployed,Solo-FTLT,Solo-FTST,Solo-PTLT,Solo-PTST,Solo,2-10-FTLT,2-10-FTST,2-10-PTLT,2-10-PTST,10-Feb,11-25-FTLT,11-25-FTST,11-25-PTLT,11-25-PTST,25-Nov,26-50-FTLT,26-50-FTST,26-50-PTLT,26-50-PTST,26-50,51-100-FTLT,51-100-FTST,51-100-PTLT,51-100-PTST,51-100,101-250-FTLT,101-250-FTST,101-250-PTLT,101-250-PTST,101-250,251-500-FTLT,251-500-FTST,251-500-PTLT,251-500-PTST,251-500,501-FTLT,501-FTST,501-PTLT,501-PTST,501-PLUS,Unknown-FTLT,Unknown-FTST,Unknown-PTLT,Unknown-PTST,Unknown,BusinessIndustry-FTLT,BusinessIndustry-FTST,BusinessIndustry-PTLT,BusinessIndustry-PTST,BusinessIndustry,Government-FTLT,Government-FTST,Government-PTLT,Government-PTST,Government,PublicInterest-FTLT,PublicInterest-FTST,PublicInterest-PTLT,PublicInterest-PTST,PublicInterest,Federal-FTLT,Federal-FTST,Federal-PTLT,Federal-PTST,Federal,StateLocal-FTLT,StateLocal-FTST,StateLocal-PTLT,StateLocal-PTST,StateLocal,Other-FTLT,Other-FTST,Other-PTLT,Other-PTST,Other,Academia-FTLT,Academia-FTST,Academia-PTLT,Academia-PTST,Academia,UnknownEmployerType-FTLT,UnknownEmployerType-FTST,UnknownEmployerType-PTLT,UnknownEmployerType-PTST,UnknownEmployerType,Total-FTLT,Total-FTST,Total-PTLT,Total-PTST,Total,FirstLargestEmployment,FirstLargestEmploymentNumber,SecondLargestEmployment,SecondLargestEmploymentNumber,ThirdLargestEmployment,ThirdLargestEmploymentNumber,EmployedInForeignCountries
LOYOLA MARYMOUNT UNIVERSITY-LOS ANGELES,227,5,5,2,239,43,2,5,1,51,2,0,2,1,5,1,0,1,0,2,3,0,0,0,3,1,0,0,1,2,4,5,5,50,0,366,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,4,0,0,0,4,90,1,6,3,100,38,2,0,0,40,15,0,0,0,15,7,0,0,0,7,6,0,0,0,6,8,0,0,0,8,27,0,0,0,27,0,0,0,0,0,45,1,6,1,53,15,1,0,0,16,11,0,1,0,12,8,1,0,0,9,2,1,0,0,3,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,277,7,13,5,302,California,282,District of Columbia,2,New York,2,1
LOYOLA UNIVERSITY-CHICAGO,133,10,5,3,151,36,11,3,3,53,8,3,2,1,14,1,1,2,0,4,1,0,0,1,2,0,0,0,0,0,5,3,2,27,0,261,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,0,0,0,0,0,32,4,7,2,45,18,2,1,0,21,11,0,0,0,11,6,0,0,0,6,7,0,0,0,7,5,0,0,0,5,22,0,0,0,22,0,0,0,0,0,43,17,3,4,67,16,0,0,0,16,10,1,0,2,13,1,0,0,0,1,3,0,0,0,3,3,1,0,0,4,2,0,1,0,3,0,0,0,0,0,179,25,12,8,224,Illinois,184,California,9,Florida,4,1
LOYOLA UNIVERSITY-NEW ORLEANS,94,3,5,9,111,11,1,2,6,20,12,1,4,0,17,0,0,2,1,3,0,1,0,0,1,0,0,0,0,0,8,3,3,34,0,200,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,39,2,5,4,50,14,0,0,3,17,2,0,0,0,2,7,0,0,0,7,4,0,0,0,4,1,0,0,0,1,0,0,0,0,0,1,0,0,1,2,17,2,7,7,33,10,0,0,1,11,5,0,1,0,6,5,0,0,0,5,5,1,0,0,6,3,0,0,0,3,3,1,0,0,4,0,0,0,0,0,117,6,13,16,152,Louisiana,118,Texas,5,California,4,0
"MAINE, UNIVERSITY OF",33,0,1,0,34,12,1,0,3,16,1,0,1,1,3,2,1,1,2,6,1,0,0,0,1,0,0,0,0,0,0,3,2,9,3,77,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,17,2,0,2,21,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,2,2,12,7,0,0,0,7,4,0,1,1,6,2,0,0,0,2,4,0,0,0,4,0,0,0,0,0,2,0,0,1,3,0,0,0,0,0,49,2,3,6,60,Maine,49,Texas,2,Connecticut,1,1
MARQUETTE UNIVERSITY,143,0,4,1,148,31,1,1,1,34,11,1,0,1,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,1,20,6,229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,53,0,3,1,57,15,0,0,0,15,7,0,0,0,7,3,0,0,0,3,9,0,0,0,9,3,0,0,0,3,6,0,0,0,6,0,0,0,0,0,36,1,1,1,39,20,1,1,1,23,13,0,0,0,13,3,0,0,0,3,4,0,0,0,4,0,0,0,0,0,7,0,0,0,7,0,0,0,0,0,185,2,5,3,195,Wisconsin,151,Illinois,16,Texas,5,0
"MARYLAND, UNIVERSITY OF",156,3,1,3,163,47,10,6,6,69,9,0,0,0,9,1,0,0,0,1,1,0,0,2,3,0,0,0,0,0,5,1,3,17,0,271,0,0,0,2,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2,3,1,0,0,0,1,23,1,2,2,28,5,0,1,1,7,3,0,0,0,3,4,1,0,0,5,4,0,0,0,4,4,0,0,0,4,12,0,0,0,12,0,0,0,0,0,30,5,2,4,41,45,3,0,2,50,9,2,1,0,12,8,0,0,1,9,58,0,0,0,58,0,1,0,0,1,8,0,1,1,10,0,0,0,0,0,214,13,7,11,245,Maryland,158,District Of Columbia,35,New York,8,1
MCGEORGE SCHOOL OF LAW,105,4,6,1,116,31,1,4,1,37,4,1,2,1,8,1,2,0,1,4,0,1,0,1,2,0,0,0,0,0,1,2,3,52,3,228,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,4,0,0,0,4,46,1,6,0,53,12,2,0,0,14,5,0,0,0,5,2,0,1,0,3,3,0,0,0,3,1,0,0,0,1,1,0,1,0,2,1,0,0,0,1,14,3,1,1,19,39,2,0,2,43,12,1,2,2,17,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,141,9,12,5,167,California,151,Nevada,3,District of Columbia,2,3
"MEMPHIS, UNIVERSITY OF",58,3,3,4,68,15,0,1,2,18,1,0,1,0,2,1,1,1,1,4,1,0,0,0,1,0,0,0,0,0,0,2,3,10,0,108,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,3,2,6,33,0,1,2,36,5,1,0,0,6,3,2,0,0,5,0,0,0,0,0,3,0,0,0,3,2,0,0,0,2,2,0,0,0,2,1,0,0,0,1,4,1,1,2,8,10,0,0,0,10,2,0,1,0,3,2,0,0,0,2,3,0,0,0,3,1,0,0,0,1,2,0,0,1,3,2,0,0,0,2,76,4,6,7,93,Tennessee,78,Arkansas,3,Mississippi,3,0
MERCER UNIVERSITY,74,0,1,1,76,7,1,0,2,10,2,0,0,0,2,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,5,0,3,16,1,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,23,0,1,2,26,6,0,0,0,6,7,0,0,0,7,4,0,0,0,4,1,1,0,0,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,3,0,1,1,5,18,0,0,0,18,2,0,0,0,2,5,0,0,0,5,7,0,0,0,7,3,0,0,0,3,1,0,0,0,1,0,0,0,0,0,84,1,2,3,90,Georgia,78,Alaska,2,Florida,2,0
"MIAMI, UNIVERSITY OF",257,9,5,5,276,40,8,5,2,55,6,1,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,25,37,6,417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,89,1,6,4,100,26,2,0,1,29,12,0,0,0,12,12,1,0,0,13,13,0,0,0,13,6,0,1,0,7,19,0,0,0,19,1,0,0,0,1,55,13,1,2,71,33,0,1,0,34,12,0,0,0,12,7,0,0,0,7,8,0,0,0,8,0,0,0,0,0,5,1,1,0,7,0,0,0,0,0,303,18,10,7,338,Florida,253,New York,14,District of Columbia,6,5
MICHIGAN STATE UNIVERSITY,144,9,2,0,155,59,7,7,3,76,1,0,0,0,1,1,0,1,0,2,2,31,0,0,33,0,0,0,0,0,7,4,5,7,1,291,1,17,0,0,18,1,14,0,0,15,0,0,0,0,0,0,0,0,0,0,2,31,0,0,33,5,0,0,0,5,49,1,6,1,57,13,0,0,0,13,7,0,0,0,7,8,2,0,0,10,8,0,0,0,8,3,0,0,0,3,2,0,0,0,2,2,1,0,1,4,54,11,3,0,68,21,7,0,0,28,6,13,1,0,20,5,0,0,0,5,17,0,0,0,17,0,0,0,0,0,7,12,0,1,20,0,0,0,0,0,207,47,10,3,267,Michigan,145,Ohio,12,Illinois,11,9
"MICHIGAN, UNIVERSITY OF",301,1,1,1,304,9,0,1,0,10,2,0,0,0,2,0,0,0,0,0,2,21,0,1,24,0,0,0,0,0,4,1,3,5,1,354,2,21,0,0,23,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,21,0,1,24,0,0,0,0,0,5,0,0,0,5,3,0,0,0,3,3,0,0,0,3,5,0,0,0,5,16,0,0,0,16,34,0,0,0,34,130,0,0,0,130,0,0,0,0,0,14,0,1,0,15,31,6,0,0,37,14,15,1,0,30,36,1,0,0,37,19,0,0,0,19,3,0,0,1,4,1,0,0,1,2,0,0,0,0,0,314,22,2,2,340,New York,79,District of Columbia,42,California,40,7
"MINNESOTA, UNIVERSITY OF",165,13,0,3,181,12,1,3,0,16,1,0,1,1,3,0,0,3,0,3,5,8,0,8,21,0,0,0,0,0,9,0,0,8,3,244,5,8,0,8,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,0,8,21,2,0,0,0,2,23,1,0,2,26,13,0,0,0,13,3,1,0,0,4,3,1,0,0,4,10,1,0,0,11,10,1,0,0,11,24,0,0,0,24,0,0,0,0,0,18,5,4,1,28,19,5,2,5,31,10,6,0,3,19,13,0,0,0,13,33,1,0,0,34,0,0,0,0,0,2,0,1,1,4,0,0,0,0,0,183,22,7,12,224,Minnesota,127,New York,11,Wisconsin,10,8
MISSISSIPPI COLLEGE,81,0,1,0,82,19,0,0,3,22,4,0,0,2,6,1,0,0,3,4,0,0,0,0,0,0,0,0,0,0,1,0,3,8,4,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,1,14,24,0,1,2,27,9,0,0,0,9,2,0,0,0,2,2,0,0,0,2,0,0,0,0,0,3,0,0,0,3,2,0,0,0,2,0,0,0,0,0,10,0,0,3,13,28,0,0,0,28,1,0,0,0,1,5,0,0,0,5,5,0,0,0,5,0,0,0,0,0,1,0,0,2,3,0,0,0,0,0,105,0,1,8,114,Mississippi,73,Louisiana,11,Texas,6,1
"MISSISSIPPI, UNIVERSITY OF",72,2,2,1,77,17,3,1,0,21,3,2,0,1,6,1,0,2,0,3,0,0,0,0,0,0,0,0,0,0,8,0,0,17,9,141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,30,3,3,1,37,5,0,0,0,5,3,1,0,0,4,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,14,1,1,1,17,9,2,1,0,12,2,0,0,0,2,8,0,0,0,8,13,0,0,0,13,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,93,7,5,2,107,Mississippi,59,Tennessee,11,Alabama,6,0
"MISSOURI, UNIVERSITY OF",90,2,1,1,94,11,0,2,0,13,2,0,2,1,5,0,0,1,0,1,0,0,0,1,1,1,0,0,1,2,1,1,0,10,2,130,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,2,18,0,1,1,20,13,0,0,0,13,3,0,0,0,3,3,0,0,0,3,10,0,0,0,10,2,0,0,0,2,2,0,0,0,2,0,0,0,0,0,14,2,4,0,20,20,0,0,0,20,5,0,0,0,5,4,0,0,0,4,9,0,0,0,9,0,0,0,0,0,0,0,0,2,2,0,0,0,1,1,104,2,6,4,116,Missouri,97,Illinois,5,Kansas,4,0
"MISSOURI-KANSAS CITY, UNIVERSITY OF",87,1,3,0,91,22,4,1,1,28,5,0,0,0,5,2,1,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,3,31,0,2,1,34,8,0,0,0,8,4,0,0,0,4,1,0,0,0,1,2,0,0,0,2,4,0,0,0,4,5,0,0,0,5,0,0,0,0,0,23,6,1,0,30,23,0,0,0,23,4,0,0,0,4,1,0,0,0,1,9,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,6,5,1,128,Missouri,84,Kansas,27,Colorado,3,0
MITCHELL|HAMLINE,166,10,7,5,188,68,3,3,2,76,21,1,1,0,23,3,0,1,1,5,0,0,0,0,0,0,0,0,0,0,4,7,1,23,13,340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,50,0,6,2,58,14,0,0,2,16,6,0,0,0,6,4,0,0,0,4,8,0,0,0,8,0,0,0,0,0,1,0,0,0,1,0,0,1,1,2,78,10,2,2,92,21,2,1,1,25,19,1,1,0,21,1,0,0,0,1,42,1,0,0,43,2,0,0,0,2,3,0,0,0,3,5,0,1,0,6,258,14,12,8,292,Minnesota,232,Wisconsin,12,California,4,2
"MONTANA, UNIVERSITY OF",53,0,0,0,53,9,0,1,1,11,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,1,12,2,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,16,0,1,0,17,4,0,0,0,4,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,1,10,7,0,0,0,7,3,0,0,0,3,6,0,0,0,6,15,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,1,1,65,Montana,59,Colorado,1,District Of Columbia,1,0
"NEBRASKA, UNIVERSITY OF",87,0,2,0,89,18,3,0,0,21,2,0,0,0,2,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3,1,1,6,0,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,5,38,0,0,0,38,4,0,0,0,4,3,0,0,0,3,5,0,0,0,5,1,0,0,0,1,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,22,2,0,0,24,15,0,0,0,15,5,1,0,0,6,3,0,0,0,3,4,0,0,0,4,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,109,3,2,0,114,Nebraska,86,California,3,Iowa,3,0
NEW ENGLAND LAW | BOSTON,143,7,1,1,152,60,3,1,3,67,17,2,3,1,23,3,0,2,1,6,0,0,0,0,0,0,0,0,0,0,9,1,1,61,14,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,7,64,0,2,2,68,12,0,0,0,12,8,2,0,0,10,5,0,0,0,5,1,0,0,1,2,1,0,0,0,1,3,0,0,0,3,1,5,0,1,7,57,4,3,1,65,28,0,1,0,29,14,0,0,0,14,1,0,0,0,1,15,0,0,0,15,1,0,0,0,1,5,1,1,1,8,0,0,0,0,0,223,12,7,6,248,Massachusetts,151,New York,32,California,8,1
NEW HAMPSHIRE UNIVERSITY OF,45,0,1,3,49,2,4,0,3,9,1,0,0,0,1,2,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,18,0,0,3,21,2,0,0,0,2,2,0,0,0,2,5,0,0,0,5,1,0,0,0,1,1,0,0,0,1,4,0,0,0,4,0,0,0,0,0,10,3,0,2,15,3,0,1,1,5,2,1,0,1,4,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,4,1,8,63,New Hampshire,39,Massachusetts,5,California,3,0
"NEW MEXICO, UNIVERSITY OF",82,0,2,1,85,9,1,0,0,10,2,0,0,1,3,2,0,1,2,5,0,0,0,0,0,0,0,0,1,1,3,0,0,4,1,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,24,0,1,1,26,8,0,0,0,8,7,0,0,0,7,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,1,0,11,29,0,1,0,30,6,0,0,2,8,1,0,0,0,1,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,95,1,3,5,104,New Mexico,88,Colorado,3,Texas,3,0
NEW YORK LAW SCHOOL,173,1,7,4,185,69,3,6,4,82,24,1,6,2,33,4,0,0,3,7,1,0,0,5,6,0,0,0,0,0,1,0,6,29,3,352,0,0,0,5,5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,5,6,1,0,0,0,1,66,1,11,4,82,7,0,0,0,7,4,0,0,0,4,4,0,0,0,4,4,0,0,0,4,8,0,0,0,8,19,0,0,0,19,2,0,0,0,2,81,4,4,7,96,44,0,0,2,46,11,0,2,3,16,4,0,0,0,4,15,0,0,1,16,0,0,0,0,0,1,0,2,1,4,0,0,0,0,0,271,5,19,18,313,New York,251,New Jersey,40,California,3,2
NEW YORK UNIVERSITY,424,1,1,0,426,14,0,0,0,14,0,0,0,0,0,0,0,0,1,1,31,2,0,0,33,0,0,0,0,0,3,0,2,4,2,485,30,2,0,0,32,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,31,2,0,0,33,0,0,0,0,0,3,0,0,0,3,5,0,1,0,6,2,0,0,0,2,10,0,0,0,10,14,0,0,0,14,46,0,0,0,46,243,0,0,0,243,0,0,0,0,0,17,0,0,1,18,30,0,0,0,30,61,3,0,0,64,27,0,0,0,27,10,0,0,0,10,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,469,3,1,1,474,New York,344,California,35,District of Columbia,35,6
NORTH CAROLINA CENTRAL UNIVERSITY,56,3,3,2,64,19,7,1,0,27,19,1,0,1,21,2,0,0,2,4,0,0,0,0,0,0,0,0,0,0,1,1,2,28,23,171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,5,21,1,1,1,24,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,3,10,0,0,0,10,25,7,1,2,35,17,1,2,0,20,6,0,0,0,6,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,4,0,0,1,5,3,1,0,0,4,96,11,4,5,116,North Carolina,89,New York,4,Colorado,3,0
"NORTH CAROLINA, UNIVERSITY OF",153,6,2,6,167,29,1,1,3,34,1,0,0,0,1,0,0,0,1,1,0,1,0,1,2,0,0,0,0,0,3,0,3,18,3,232,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,23,1,2,2,28,8,0,0,0,8,1,1,0,3,5,7,0,0,0,7,8,0,0,0,8,13,0,0,1,14,30,0,0,0,30,1,0,0,0,1,26,2,1,3,32,31,1,0,1,33,13,0,0,0,13,12,0,0,0,12,6,0,0,0,6,0,0,0,0,0,4,3,0,1,8,0,0,0,0,0,183,8,3,11,205,North Carolina,114,District of Columbia,19,New York,16,1
"NORTH DAKOTA, UNIVERSITY OF",46,1,5,0,52,2,0,1,0,3,5,0,0,0,5,2,1,0,0,3,0,0,0,0,0,0,0,0,0,0,1,4,2,8,1,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,4,17,0,0,0,17,3,0,0,0,3,2,0,1,0,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,4,0,1,0,5,10,1,1,0,12,1,0,0,0,1,1,0,0,0,1,13,1,0,0,14,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,55,2,6,0,63,North Dakota,40,Minnesota,11,Montana,2,2
NORTHEASTERN UNIVERSITY,107,6,7,3,123,17,0,1,0,18,2,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3,2,2,16,0,167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,5,7,3,3,1,14,2,0,0,0,2,1,0,0,0,1,6,0,0,0,6,2,0,0,0,2,5,0,0,0,5,9,0,0,0,9,0,0,0,0,0,24,3,1,1,29,19,0,0,1,20,23,0,1,0,24,4,0,0,0,4,19,0,0,0,19,2,0,0,0,2,1,0,0,0,1,0,0,0,1,1,126,6,8,4,144,Massachusetts,80,New York,11,District of Columbia,7,2
NORTHERN ILLINOIS UNIVERSITY,60,0,2,0,62,15,0,4,0,19,1,0,0,0,1,3,0,0,0,3,1,0,0,0,1,0,0,0,0,0,2,0,3,7,3,101,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,1,0,3,25,0,3,0,28,5,0,0,0,5,3,0,0,0,3,2,0,0,0,2,2,0,0,0,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,9,0,1,0,10,22,0,1,0,23,4,0,0,0,4,1,0,0,0,1,2,0,0,0,2,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,80,0,6,0,86,Illinois,75,Wisconsin,4,Indiana,2,0
NORTHERN KENTUCKY UNIVERSITY,62,3,0,1,66,28,3,2,1,34,7,0,1,0,8,2,0,1,0,3,0,0,0,0,0,0,0,0,0,0,5,2,0,13,10,141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,3,23,2,1,0,26,7,1,0,0,8,4,0,0,0,4,2,1,0,0,3,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,29,2,3,0,34,19,0,0,0,19,6,0,0,0,6,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,2,0,0,1,3,0,0,0,0,0,99,6,4,2,111,Ohio,51,Kentucky,48,Indiana,5,0
NORTHWESTERN UNIVERSITY,234,0,1,0,235,21,0,0,0,21,1,0,0,0,1,0,0,0,0,0,8,1,0,4,13,0,0,0,0,0,2,3,1,12,0,288,8,1,0,4,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,4,13,0,0,0,0,0,7,0,1,0,8,4,1,0,2,7,2,0,0,0,2,2,0,0,1,3,8,0,0,0,8,23,0,0,0,23,148,0,0,0,148,0,0,0,0,0,25,0,0,0,25,7,0,0,1,8,12,0,0,0,12,21,0,0,0,21,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,264,1,1,4,270,Illinois,106,New York,49,California,41,7
"NOTRE DAME, UNIVERSITY OF",132,3,5,0,140,10,0,0,0,10,2,0,0,0,2,0,0,0,1,1,4,0,0,0,4,0,0,0,0,0,2,2,0,16,2,179,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,10,0,1,0,11,6,0,0,0,6,6,0,1,0,7,5,0,0,0,5,13,0,0,0,13,9,0,0,0,9,36,0,0,0,36,0,0,0,0,0,10,1,0,1,12,24,0,1,0,25,8,1,2,0,11,14,1,0,0,15,6,0,0,0,6,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,148,3,5,1,157,Illinois,43,Ohio,11,Indiana,9,0
NOVA SOUTHEASTERN UNIVERSITY,173,7,11,5,196,10,3,1,4,18,18,0,1,2,21,4,0,2,0,6,0,0,0,0,0,0,0,0,0,0,4,2,5,29,5,286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,10,75,2,8,6,91,20,0,1,0,21,5,0,0,0,5,12,0,0,0,12,12,1,0,0,13,3,0,1,0,4,1,0,0,0,1,0,0,0,0,0,35,5,2,3,45,18,1,2,0,21,8,1,0,0,9,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,5,0,1,2,8,0,0,0,0,0,205,10,15,11,241,Florida,220,New York,4,Colorado,2,1
OHIO NORTHERN UNIVERSITY,26,2,0,1,29,6,1,2,0,9,5,0,0,0,5,3,1,0,3,7,0,0,0,0,0,0,0,0,0,0,1,1,0,11,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,3,11,2,0,0,13,3,0,0,0,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,6,2,0,4,12,7,0,0,0,7,1,0,0,0,1,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,1,0,0,0,1,4,0,1,0,5,40,4,2,4,50,Ohio,18,Indiana,6,Pennsylvania,6,1
