SchoolName,EmployedBarPassageRequiredFTLT,EmployedBarPassageRequiredFTST,EmployedBarPassageRequiredPTLT,EmployedBarPassageRequiredPTST,EmployedBarPassageRequiredNumber,EmployedJDAdvantageFTLT,EmployedJDAdvantageFTST,EmployedJDAdvantagePTLT,EmployedJDAdvantagePTST,EmployedJDAdvantageNumber,EmployedProfessionPositionFTLT,EmployedProfessionPositionFTST,EmployedProfessionPositionPTLT,EmployedProfessionPositionPTST,EmployedProfessionPositionNumber,EmployedNonProfessionPositionFTLT,EmployedNonProfessionPositionFTST,EmployedNonProfessionPositionPTLT,EmployedNonProfessionPositionPTST,EmployedNonProfessionPositionNumber,EmployedUndeterminableFTLT,EmployedUndeterminableFTST,EmployedUndeterminablePTLT,EmployedUndeterminablePTST,EmployedUndeterminableNumber,EmployedPursuingGraduateDegreeNumber,UnEmployedStartDateDeferredNumber,UnEmployedNotSeekingNumber,UnEmployedSeekingNumber,EmploymentStatusUnknownNumber,TotalGraduatesNumber,Funded-FTLT,Funded-FTST,Funded-PTLT,Funded-PTST,Funded Position,Solo-FTLT,Solo-FTST,Solo-PTLT,Solo-PTST,Solo,2-10-FTLT,2-10-FTST,2-10-PTLT,2-10-PTST,2-10,11-25-FTLT,11-25-FTST,11-25-PTLT,11-25-PTST,11-25,26-50-FTLT,26-50-FTST,26-50-PTLT,26-50-PTST,26-50,51-100-FTLT,51-100-FTST,51-100-PTLT,51-100-PTST,51-100,101-250-FTLT,101-250-FTST,101-250-PTLT,101-250-PTST,101-250,251-500-FTLT,251-500-FTST,251-500-PTLT,251-500-PTST,251-500,501-FTLT,501-FTST,501-PTLT,501-PTST,501-PLUS,Unknown-FTLT,Unknown-FTST,Unknown-PTLT,Unknown-PTST,Unknown,BusinessIndustry-FTLT,BusinessIndustry-FTST,BusinessIndustry-PTLT,BusinessIndustry-PTST,BusinessIndustry,Government-FTLT,Government-FTST,Government-PTLT,Government-PTST,Government,PublicInterest-FTLT,PublicInterest-FTST,PublicInterest-PTLT,PublicInterest-PTST,PublicInterest,Federal-FTLT,Federal-FTST,Federal-PTLT,Federal-PTST,Federal,StateLocal-FTLT,StateLocal-FTST,StateLocal-PTLT,StateLocal-PTST,StateLocal,Other-FTLT,Other-FTST,Other-PTLT,Other-PTST,Other,Academia-FTLT,Academia-FTST,Academia-PTLT,Academia-PTST,Academia,UnknownEmployerType-FTLT,UnknownEmployerType-FTST,UnknownEmployerType-PTLT,UnknownEmployerType-PTST,UnknownEmployerType Total,Total-FTLT,Total-FTST,Total-PTLT,Total-PTST,Total,FirstLargestEmployment,FirstLargestEmploymentNumber,SecondLargestEmployment,SecondLargestEmploymentNumber,ThirdLargestEmployment,ThirdLargestEmploymentNumber,EmployedInForeignCountries
"AKRON, UNIVERSITY OF",64,1,3,0,68,17,0,0,0,17,9,0,0,0,9,9,0,1,1,11,0,0,0,0,0,0,0,5,6,0,116,0,0,0,0,0,6,0,0,0,6,20,0,1,0,21,2,0,0,0,2,4,0,0,0,4,5,0,0,0,5,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,31,1,1,1,34,19,0,1,0,20,2,0,0,0,2,1,0,0,0,1,5,0,1,0,6,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,99,1,4,1,105,Ohio,82,New York,5,Pennsylvania,4,2
"ALABAMA, UNIVERSITY OF",128,3,0,0,131,16,0,0,0,16,2,0,0,0,2,1,0,0,1,2,0,0,0,0,1,5,0,2,3,2,164,0,0,0,0,0,11,0,0,0,11,32,1,0,0,33,12,0,0,0,12,2,0,0,0,2,1,0,0,0,1,7,0,0,0,7,9,0,0,0,9,0,0,0,0,0,0,0,0,0,0,22,0,0,1,24,16,0,0,0,16,11,1,0,0,12,14,0,0,0,14,7,0,0,0,7,0,0,0,0,0,3,1,0,0,4,0,0,0,0,0,147,3,0,1,152,Alabama,96,Georgia,13,Florida,8,1
ALBANY LAW SCHOOL,118,12,6,6,142,14,7,1,4,26,7,1,3,5,16,0,0,1,5,6,0,0,0,0,0,4,0,12,26,4,236,0,2,0,0,2,3,0,0,0,3,51,6,5,6,68,12,1,1,0,14,8,0,0,1,9,2,0,0,0,2,3,0,0,0,3,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,27,5,3,11,46,12,5,0,0,17,9,0,0,1,10,1,0,0,0,1,8,0,0,0,8,0,0,0,0,0,2,3,1,0,6,0,0,1,0,1,139,20,11,20,190,New York,163,New Jersey,6,Massachusetts,3,1
AMERICAN UNIVERSITY,167,26,3,8,204,56,23,6,30,115,21,0,3,3,27,3,0,3,3,9,0,0,0,0,0,26,0,21,61,4,467,2,2,2,21,27,0,0,0,0,0,20,3,1,7,31,8,1,0,1,10,4,0,0,1,5,6,0,0,0,6,8,0,0,1,9,7,1,0,0,8,23,3,0,0,26,6,3,2,0,11,36,24,8,5,73,60,3,1,4,68,28,9,3,18,58,8,0,0,0,8,26,2,0,1,29,0,0,0,0,0,7,0,0,6,13,0,0,0,0,0,247,49,15,44,355,District Of Columbia,168,Maryland,42,Virginia,36,11
APPALACHIAN SCHOOL OF LAW,28,2,3,1,34,7,1,1,0,9,3,3,1,0,7,2,0,0,0,2,0,0,0,0,0,0,2,0,16,21,91,0,0,0,0,0,2,1,1,0,4,21,1,4,0,26,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,0,1,12,4,0,0,0,4,1,1,0,0,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,40,6,5,1,52,Virginia,12,Tennessee,10,Kentucky,7,0
ARIZONA STATE UNIVERSITY,137,18,2,3,160,8,9,0,1,18,8,0,0,0,8,0,0,0,0,0,0,0,0,0,0,3,0,2,7,3,201,0,18,0,0,18,10,0,0,0,10,39,8,2,4,53,5,0,0,0,5,4,0,0,0,4,2,0,0,0,2,3,0,0,0,3,2,0,0,0,2,5,0,0,0,5,2,0,0,0,2,27,2,0,0,29,28,12,0,0,40,9,3,0,0,12,3,0,0,0,3,14,0,0,0,14,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,153,27,2,4,186,Arizona,155,California,10,Utah,4,1
"ARIZONA, UNIVERSITY OF",119,0,3,0,122,6,0,0,1,7,2,1,0,1,4,1,0,0,0,1,0,0,0,0,0,5,0,3,12,4,158,0,0,0,0,0,3,0,0,0,3,30,0,1,0,31,12,0,0,0,12,5,0,0,0,5,1,0,0,0,1,4,0,0,0,4,4,0,0,0,4,2,0,0,0,2,1,0,0,0,1,11,1,0,0,12,17,0,0,1,18,12,0,2,0,14,2,0,0,0,2,21,0,0,0,21,0,0,0,0,0,3,0,0,1,4,0,0,0,0,0,128,1,3,2,134,Arizona,94,California,9,District Of Columbia,4,1
"ARKANSAS, FAYETTEVILLE, UNIVERSITY OF",71,1,1,0,73,18,0,0,1,19,2,0,0,0,2,4,0,1,0,5,0,0,0,0,0,7,0,0,8,2,116,0,0,0,1,1,3,0,0,0,3,34,0,1,0,35,10,0,0,0,10,1,0,0,0,1,4,0,0,0,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,20,0,1,0,21,9,1,0,0,10,5,0,0,0,5,4,0,0,0,4,3,0,0,0,3,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,95,1,2,1,99,Arkansas,64,Texas,8,Oklahoma,6,0
"ARKANSAS, LITTLE ROCK, UNIVERSITY OF",95,0,2,1,98,16,1,0,0,17,9,0,0,0,9,1,1,1,0,3,0,0,0,0,1,3,2,4,13,0,150,0,0,0,0,0,5,0,0,0,5,47,0,2,0,49,12,0,0,0,12,4,0,0,0,4,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,1,1,1,34,9,0,0,0,9,5,1,0,0,6,2,0,0,0,2,2,0,0,0,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,121,2,3,1,128,Arkansas,102,Georgia,5,District Of Columbia,2,1
ATLANTA'S JOHN MARSHALL LAW SHOOL,54,4,11,3,72,16,3,2,6,27,7,0,1,1,9,0,0,1,1,2,0,0,0,0,1,2,0,9,10,0,132,0,0,0,3,3,16,0,0,5,21,23,0,9,0,32,2,0,0,1,3,2,0,0,0,2,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,5,4,2,31,9,1,1,2,13,3,0,0,1,4,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,77,7,15,11,111,Georgia,97,District Of Columbia,2,Florida,2,0
AVE MARIA,29,2,0,0,31,11,1,3,2,17,1,0,0,2,3,1,0,2,0,3,0,0,0,0,0,3,0,2,17,12,88,0,1,0,0,1,0,0,2,0,2,20,0,0,1,21,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,12,2,2,1,17,5,0,1,0,6,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,2,2,0,0,0,0,0,42,3,5,4,54,Florida,12,Texas,6,Utah,4,1
"BALTIMORE, UNIVERSITY OF",143,1,4,2,150,45,4,17,15,81,18,3,1,6,28,0,2,0,5,7,0,0,0,1,2,7,0,2,16,5,298,0,0,0,4,4,5,1,0,1,7,45,0,6,10,61,6,0,0,0,6,6,0,0,0,6,4,0,1,0,5,1,0,0,0,1,2,0,0,0,2,1,0,0,0,1,3,0,7,1,11,32,5,3,7,47,36,3,5,0,44,8,1,0,1,10,1,0,0,0,1,53,0,0,0,53,0,0,0,0,0,3,0,0,6,9,0,0,0,3,4,206,10,22,29,268,Maryland,223,District Of Columbia,20,Virginia,7,0
BARRY UNIVERSITY,82,5,6,0,93,18,1,2,1,22,5,0,1,2,8,0,0,3,1,4,0,0,0,0,0,3,0,5,67,7,209,0,0,0,0,0,10,0,1,0,11,43,3,8,0,54,1,0,0,0,1,7,0,0,0,7,6,0,0,0,6,2,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,18,0,3,2,23,12,1,0,0,13,5,0,0,2,7,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,6,12,4,127,Florida,111,New Jersey,3,Illinois,2,0
BAYLOR UNIVERSITY,110,10,1,2,123,5,1,0,1,7,2,1,0,1,4,2,0,0,0,2,0,0,0,0,0,1,0,4,10,6,157,0,0,0,0,0,2,0,0,0,2,43,1,0,1,45,22,0,0,0,22,7,1,0,0,8,3,0,0,0,3,6,0,0,0,6,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,14,5,1,0,20,16,1,0,3,20,0,0,0,0,0,2,0,0,0,2,2,2,0,0,4,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,119,12,1,4,136,Texas,121,Colorado,2,District of Columbia,2,0
BOSTON COLLEGE,195,24,3,7,229,11,2,1,5,19,4,2,0,0,6,0,0,0,0,0,0,0,0,0,1,2,3,3,21,1,285,0,18,0,12,30,0,0,0,0,0,20,2,3,0,25,9,0,0,0,9,10,0,0,0,10,7,0,0,0,7,20,0,0,0,20,10,0,0,0,10,44,0,0,0,44,0,0,0,0,0,17,1,1,0,19,29,4,0,0,33,14,4,0,0,18,11,1,0,0,12,18,11,0,0,29,0,1,0,0,1,1,4,0,12,17,0,0,0,0,1,210,28,4,12,255,Massachusetts,137,New York,18,District Of Columbia,14,7
BOSTON UNIVERSITY,139,8,0,4,151,16,11,0,51,78,7,1,1,0,9,1,0,0,1,2,0,0,0,0,0,6,0,4,21,2,273,0,10,0,50,60,0,0,0,0,0,18,2,0,3,23,6,1,0,0,7,3,0,0,0,3,5,0,0,0,5,10,0,0,0,10,7,0,0,0,7,37,0,0,0,37,0,0,0,0,0,23,3,1,3,30,19,4,0,14,37,10,8,0,18,36,5,0,0,0,5,20,2,0,0,22,0,0,0,0,0,0,0,0,18,18,0,0,0,0,0,163,20,1,56,240,Massachusetts,114,New York,42,California,15,4
BRIGHAM YOUNG UNIVERSITY,76,8,9,17,110,9,0,3,0,12,8,0,5,2,15,0,0,0,1,1,0,0,1,0,1,0,0,3,5,1,148,2,0,0,12,14,1,0,0,0,1,13,3,8,0,24,10,0,0,0,10,5,0,0,0,5,2,3,0,0,5,7,1,0,0,8,3,0,0,0,3,6,0,0,0,6,0,0,0,3,3,13,1,4,2,20,11,0,1,6,18,0,0,3,6,9,4,0,0,0,4,16,0,0,0,16,0,0,0,0,0,1,0,1,3,5,1,0,1,0,2,93,8,18,20,139,Utah,70,California,15,Nevada,12,2
BROOKLYN LAW SCHOOL,215,12,6,3,236,32,14,2,3,51,16,1,0,1,18,0,0,0,0,0,0,0,0,0,0,4,0,29,108,9,455,0,11,0,1,12,0,0,0,0,0,46,2,6,2,56,18,0,0,0,18,12,0,0,0,12,6,0,1,0,7,11,0,0,0,11,11,0,0,1,12,16,1,0,0,17,1,0,0,0,1,55,9,1,1,66,48,5,0,1,54,17,8,0,1,26,10,0,0,0,10,10,0,0,0,10,0,0,0,0,0,2,1,0,1,4,0,1,0,0,1,263,27,8,7,305,New York,273,New Jersey,14,Virginia,5,2
CALIFORNIA WESTERN SCHOOL OF LAW,112,16,9,35,172,8,1,2,1,12,1,0,1,2,4,2,1,0,4,7,0,0,0,0,7,7,0,11,34,31,285,0,1,0,0,1,8,0,2,1,11,54,6,5,27,95,10,1,0,0,11,5,1,0,0,6,5,0,0,0,5,0,0,0,0,0,2,0,0,0,2,2,1,0,0,3,3,0,0,6,10,10,3,2,5,21,8,2,0,1,13,8,1,2,1,12,1,0,0,0,1,3,2,0,0,5,0,0,0,0,0,2,1,0,0,3,2,0,1,1,4,123,18,12,42,202,California,151,Nevada,7,Arizona,6,4
"CALIFORNIA-BERKELEY, UNIVERSITY OF",248,15,2,2,267,8,0,4,0,12,7,0,4,0,11,0,0,0,0,0,0,0,0,0,0,4,0,7,7,2,310,0,11,3,0,14,0,0,0,0,0,11,0,1,1,13,5,0,0,0,5,4,0,0,1,5,1,0,0,0,1,11,0,0,0,11,27,0,0,0,27,91,1,0,0,92,0,0,0,0,0,14,1,3,0,18,26,4,0,0,30,34,9,2,0,45,30,0,0,0,30,7,0,0,0,7,0,0,0,0,0,2,0,4,0,6,0,0,0,0,0,263,15,10,2,290,California,192,District Of Columbia,25,New York,15,7
"CALIFORNIA-DAVIS, UNIVERSITY OF",110,13,1,17,141,8,0,0,21,29,1,1,0,0,2,0,0,3,2,5,0,0,0,0,0,1,1,9,2,5,195,0,0,0,19,19,2,0,0,0,2,20,4,1,6,31,10,0,0,0,10,4,0,0,0,4,8,0,0,1,9,4,0,0,0,4,5,0,0,0,5,13,0,0,0,13,8,1,0,5,14,7,0,3,5,15,21,1,0,0,22,6,8,0,1,15,4,0,0,0,4,5,0,0,1,6,0,0,0,0,0,2,0,0,21,23,0,0,0,0,0,119,14,4,40,177,California,146,District Of Columbia,7,New York,5,3
"CALIFORNIA-HASTINGS, UNIVERSITY OF",191,18,14,51,274,21,1,4,3,29,7,0,5,2,14,0,0,2,1,3,0,0,0,0,0,2,0,5,74,10,411,1,0,0,39,40,5,0,4,2,11,43,3,9,6,61,13,1,0,1,15,9,1,0,0,10,10,0,1,0,11,11,0,0,0,11,7,0,0,0,7,27,0,1,1,29,1,0,0,0,1,38,6,7,7,58,25,4,2,20,51,11,2,0,11,24,8,0,0,1,9,3,0,0,0,3,0,0,0,0,0,4,1,1,8,14,0,0,0,0,0,215,18,25,57,315,California,286,District of Columbia,6,Unknown,3,4
"CALIFORNIA-LOS ANGELES, UNIVERSITY OF",211,12,10,58,291,12,1,3,0,16,4,0,2,0,6,0,0,2,0,2,0,0,0,0,0,3,2,10,13,1,344,1,8,0,55,64,0,0,0,0,0,38,1,9,2,50,14,0,1,1,16,11,0,0,0,11,10,0,0,0,10,12,0,0,0,12,5,1,0,0,6,64,0,0,0,64,0,0,0,0,0,16,3,5,3,27,17,6,0,13,36,19,2,2,26,49,15,0,0,4,19,2,0,0,2,4,0,0,0,0,0,4,0,0,7,11,0,0,0,0,0,227,13,17,58,315,California,265,District Of Columbia,14,New York,10,5
CAMPBELL UNIVERSITY,95,4,2,2,103,5,4,0,2,11,1,2,0,1,4,0,0,1,1,2,0,0,0,0,0,2,0,1,9,1,133,0,0,0,0,0,12,0,1,0,13,41,0,1,1,43,6,0,0,0,6,4,0,0,0,4,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,11,9,1,3,24,10,0,0,0,10,3,1,0,1,5,2,0,0,0,2,5,0,0,0,5,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,101,10,3,6,120,North Carolina,110,South Carolina,3,Tennessee,2,1
CAPITAL UNIVERSITY,70,2,0,0,72,14,1,1,3,19,15,0,3,0,18,1,0,0,1,2,0,0,0,0,0,2,0,1,11,50,175,0,1,0,0,1,7,0,0,0,7,36,1,1,2,40,2,0,0,0,2,1,0,0,0,1,2,0,0,0,2,6,0,0,0,6,1,0,0,0,1,4,0,0,0,4,2,0,0,0,2,14,0,2,1,17,21,2,1,1,25,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,100,3,4,4,111,Ohio,100,Texas,2,Kentucky,1,0
CASE WESTERN RESERVE UNIVERSITY,94,7,5,29,135,17,3,3,1,24,2,0,0,2,4,0,1,1,0,2,0,0,0,0,0,4,0,2,20,10,201,2,3,0,18,23,1,0,0,0,1,24,1,1,6,32,4,0,2,0,6,4,0,0,1,5,6,0,0,0,6,12,1,0,0,13,6,0,0,0,6,8,0,0,0,8,0,0,0,0,0,17,6,6,4,33,18,0,0,7,25,6,0,0,13,19,1,0,0,0,1,2,0,0,1,3,0,2,0,0,2,4,1,0,0,5,0,0,0,0,0,113,11,9,32,165,Ohio,87,New York,10,California,6,6
CATHOLIC UNIVERSITY OF AMERICA,114,10,3,1,128,60,3,5,1,69,17,1,3,0,21,0,0,2,1,3,2,0,0,1,3,3,0,5,27,2,261,0,0,0,0,0,7,0,0,0,7,37,0,3,1,41,6,1,0,1,8,3,0,0,0,3,4,0,0,0,4,5,0,0,0,5,6,0,0,0,6,8,0,0,0,8,0,0,0,0,0,37,12,9,1,59,57,1,1,0,59,5,0,0,1,6,3,0,0,0,3,12,0,0,0,12,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,193,14,13,4,224,District Of Columbia,89,Virginia,56,Maryland,41,2
CHAPMAN UNIVERSITY,71,5,8,9,93,14,5,3,9,31,5,1,1,0,7,0,0,2,1,3,0,0,0,0,0,7,0,20,15,1,177,0,0,0,5,5,4,0,1,0,5,28,2,7,9,46,8,0,0,0,8,7,0,0,1,8,3,0,0,0,3,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,19,6,3,4,32,8,3,0,0,11,1,0,0,0,1,2,0,0,0,2,1,0,0,0,1,0,0,0,0,0,3,0,1,5,9,0,0,1,0,1,90,11,14,19,134,California,126,Us Territories,2,Missouri,1,1
CHARLESTON SCHOOL OF LAW,99,4,2,2,107,16,0,4,1,21,9,1,0,0,10,1,0,2,0,3,0,0,0,0,2,8,0,1,25,16,193,1,0,0,0,1,1,0,0,0,1,44,0,5,2,52,6,0,0,0,6,2,0,0,0,2,5,0,0,0,5,2,0,0,0,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,19,4,1,1,25,14,1,1,0,16,7,0,0,0,8,1,0,0,0,1,22,0,0,0,22,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,125,5,8,3,143,South Carolina,117,North Carolina,8,Georgia,5,0
CHARLOTTE SCHOOL OF LAW,42,7,0,10,59,5,4,1,1,11,8,0,0,0,8,0,0,0,1,1,0,0,0,0,1,2,0,10,5,0,97,0,0,0,7,7,9,0,0,0,9,16,0,0,0,16,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,3,0,0,0,3,14,10,1,5,31,6,0,0,0,6,2,0,0,6,8,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,1,3,0,0,0,0,0,55,11,1,12,80,North Carolina,64,South Carolina,7,District Of Columbia,2,0
"CHICAGO, UNIVERSITY OF",179,0,1,1,181,14,0,1,1,16,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,203,24,0,0,1,25,0,0,0,0,0,7,0,0,0,7,3,0,1,0,4,6,0,0,0,6,7,0,1,0,8,2,0,0,0,2,6,0,0,0,6,83,0,0,0,83,0,0,0,0,0,17,0,0,1,18,9,0,0,0,9,31,0,0,0,31,19,0,0,0,19,1,0,0,0,1,0,0,0,0,0,3,0,1,1,5,0,0,0,0,0,194,0,3,2,199,Illinois,78,New York,25,California,23,8
"CINCINNATI, UNIVERSITY OF",64,3,1,5,73,17,3,1,3,24,2,0,1,2,5,1,0,2,0,3,0,0,0,0,1,1,0,1,9,3,120,0,1,0,5,6,6,0,1,0,7,9,0,1,0,10,6,0,0,0,6,4,0,0,0,4,2,0,0,0,2,2,0,0,0,2,7,0,0,0,7,6,0,0,0,6,0,1,0,0,1,15,4,2,2,23,16,0,0,0,16,7,0,0,0,7,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,1,1,1,8,11,0,0,0,0,1,84,6,5,10,106,Ohio,75,Kentucky,5,District Of Columbia,4,1
CITY UNIVERSITY OF NEW YORK,41,0,0,20,61,5,2,0,1,8,3,0,1,5,9,1,0,0,1,2,0,0,0,0,3,0,0,2,22,4,111,0,0,0,14,14,1,0,0,0,1,14,0,0,4,18,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,6,13,4,0,0,0,4,19,1,0,14,34,4,0,0,0,4,2,0,0,0,2,0,0,0,0,0,1,0,0,3,4,0,0,0,0,1,50,2,1,27,83,New York,63,District Of Columbia,5,New Jersey,3,0
CLEVELAND STATE UNIVERSITY,93,3,7,1,104,27,1,1,0,29,17,1,0,0,18,3,1,1,0,5,0,0,0,0,1,4,0,0,23,1,185,0,0,0,0,0,11,0,0,0,11,30,2,8,0,40,7,0,0,0,7,6,0,0,0,6,5,0,0,0,5,12,0,0,0,12,1,0,0,0,1,7,0,0,0,7,0,0,0,0,0,32,3,1,1,37,20,0,0,0,20,4,0,0,0,4,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,2,1,0,0,4,140,6,9,1,157,Ohio,144,District Of Columbia,3,Illinois,2,1
"COLORADO, UNIVERSITY OF",98,8,0,18,124,15,2,0,2,19,5,4,1,3,13,0,0,0,2,2,0,0,0,0,2,4,0,2,9,1,176,3,0,0,13,16,0,0,0,0,0,26,2,0,3,31,10,1,0,0,11,11,3,0,0,14,1,0,0,0,1,0,0,0,0,0,4,0,0,0,4,4,0,0,0,4,0,0,0,0,0,10,7,0,5,23,15,1,0,3,19,5,0,0,4,9,7,0,0,1,8,22,0,0,8,30,0,0,0,0,0,3,0,1,1,5,0,0,0,0,1,118,14,1,25,160,Colorado,123,California,5,District of Columbia,3,2
COLUMBIA UNIVERSITY,429,6,2,0,437,6,0,0,0,6,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,5,0,2,1,3,456,38,0,0,0,38,0,0,0,0,0,6,0,2,0,8,3,0,0,0,3,11,0,0,0,11,7,0,0,0,7,13,0,0,0,13,31,0,0,0,31,236,0,0,0,236,0,0,0,0,0,19,5,0,0,24,40,0,0,0,40,25,1,0,0,26,37,0,0,0,37,6,0,0,0,6,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,437,6,2,0,445,New York,274,California,42,District of Columbia,32,23
"CONNECTICUT, UNIVERSITY OF",86,2,4,3,95,23,1,3,1,28,6,1,4,1,12,0,0,0,3,3,0,0,0,0,0,4,2,8,14,13,179,0,0,0,0,0,1,0,0,0,1,26,1,6,2,35,8,0,0,0,8,4,0,0,0,4,7,0,0,0,7,9,0,0,0,9,3,0,0,0,3,2,0,0,0,2,0,0,0,0,0,14,3,4,4,25,15,0,1,0,16,5,0,0,1,6,3,0,0,0,3,13,0,0,0,13,0,0,0,0,0,5,0,0,1,6,0,0,0,0,0,115,4,11,8,138,Connecticut,106,New York,9,Massachusetts,8,1
CORNELL UNIVERSITY,153,26,0,0,179,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,1,0,0,0,1,3,0,0,11,5,201,0,26,0,0,26,0,0,0,0,0,6,0,0,0,6,7,0,0,0,7,3,0,0,0,3,2,0,0,0,2,8,0,0,0,8,12,0,0,0,12,58,0,0,0,58,3,0,0,0,3,3,0,0,0,3,14,18,0,0,32,8,8,0,0,16,16,0,0,0,16,9,0,0,0,9,0,0,0,0,0,1,0,0,0,1,6,0,0,0,6,156,26,0,0,182,New York,74,California,20,District of Columbia,16,8
CREIGHTON UNIVERSITY,92,3,3,2,100,14,1,0,0,15,4,0,0,2,6,0,2,0,1,3,0,0,0,0,0,3,0,3,17,6,153,1,0,0,0,1,5,0,1,0,6,29,1,2,1,33,12,0,0,0,12,3,1,0,0,4,3,1,0,0,4,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,23,3,0,1,27,13,0,0,1,14,6,0,0,0,6,5,0,0,0,5,5,0,0,0,5,0,0,0,0,0,3,0,0,2,5,1,0,0,0,1,110,6,3,5,124,Nebraska,67,Iowa,14,Colorado,7,0
"DAYTON, UNIVERSITY OF",88,6,4,2,100,15,4,0,3,22,5,0,1,1,7,1,1,1,2,5,0,0,0,0,0,7,0,2,18,10,171,0,0,0,0,0,8,2,0,0,10,30,2,3,3,38,8,0,0,0,8,4,0,0,0,4,6,0,0,0,6,2,0,0,0,2,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,27,5,1,1,34,15,1,0,0,16,3,0,2,2,7,0,0,0,0,0,2,1,0,0,3,0,0,0,0,0,1,0,0,2,3,0,0,0,0,0,109,11,6,8,134,Ohio,75,Indiana,9,New York,7,0
"DENVER, UNIVERSITY OF",140,6,7,22,175,23,16,5,10,54,18,0,2,0,20,1,0,4,2,7,1,0,0,0,1,5,3,10,9,3,287,1,1,0,24,26,4,0,0,0,4,34,2,7,3,46,9,0,1,0,10,9,2,0,0,11,1,0,0,0,1,5,0,0,0,5,4,0,0,0,4,4,0,0,0,4,1,0,1,0,2,34,16,6,3,59,25,1,1,0,27,27,1,2,2,32,2,0,0,0,2,21,0,0,0,21,0,0,0,0,0,2,0,0,26,28,1,0,0,0,1,183,22,18,34,257,Colorado,227,California,5,Texas,3,1
DEPAUL UNIVERSITY,129,8,14,10,161,35,3,3,5,46,6,0,0,0,6,1,0,2,2,5,0,0,0,0,21,3,0,0,66,11,319,2,1,0,0,3,2,0,2,1,5,61,1,7,6,81,15,0,0,0,18,13,0,0,0,14,4,0,0,0,4,4,0,0,0,4,1,0,0,0,2,7,0,1,0,9,1,0,0,0,1,28,8,5,9,54,16,0,3,0,22,7,1,1,1,10,2,0,0,0,2,7,0,0,0,7,0,0,0,0,0,3,1,0,0,4,0,0,0,0,2,171,11,19,17,239,Illinois,189,California,4,Georgia,4,0
